business_units,sub_unit,accounts,amount
A,000601,rent,-5173
A,000601,shrinkage,-4885
A,000601,third_party_service,-208
A,000601,transportation_cost,-2150
A,000601,utilities,-8857
A,000601,wage,-17625
A,000602,advertising,-1448
A,000602,cogs,-151833
A,000602,credit_card_fee,-1399
A,000602,customer_loyalty,-87
A,000602,equipment_lease,-108
A,000602,income _allowances,29697
A,000602,insurance,-819
A,000602,it_maintenance,-191
A,000602,maintenance,-1477
A,000602,materials,-1219
A,000602,net_sales,181170
A,000602,others,-895
A,000602,others_incomes,348
A,000602,re_incomes,1259
A,000602,rent,-5304
A,000602,shrinkage,-5786
A,000602,third_party_service,-187
A,000602,transportation_cost,-2547
A,000602,utilities,-8185
A,000602,wage,-17952
A,000603,advertising,-1399
A,000603,cogs,-146727
A,000603,credit_card_fee,-1352
A,000603,customer_loyalty,-84
A,000603,equipment_lease,-108
A,000603,income _allowances,28698
A,000603,insurance,-932
A,000603,it_maintenance,-191
A,000603,maintenance,-1497
A,000603,materials,-1178
A,000603,net_sales,175077
A,000603,others,-895
A,000603,others_incomes,257
A,000603,re_incomes,1259
A,000603,rent,-5402
A,000603,shrinkage,-5592
A,000603,third_party_service,-210
A,000603,transportation_cost,-2461
A,000603,utilities,-8123
A,000603,wage,-17934
A,000604,advertising,-1628
A,000604,cogs,-170782
A,000604,credit_card_fee,-1573
A,000604,customer_loyalty,-98
A,000604,equipment_lease,-108
A,000604,income _allowances,33403
A,000604,insurance,-1114
A,000604,it_maintenance,-191
A,000604,maintenance,-1646
A,000604,materials,-1371
A,000604,net_sales,203780
A,000604,others,-895
A,000604,others_incomes,207
A,000604,re_incomes,1259
A,000604,rent,-3950
A,000604,shrinkage,-6508
A,000604,third_party_service,-191
A,000604,transportation_cost,-2865
A,000604,utilities,-8386
A,000604,wage,-20195
A,000605,advertising,-1567
A,000605,cogs,-164364
A,000605,credit_card_fee,-1514
A,000605,customer_loyalty,-94
A,000605,equipment_lease,-108
A,000605,income _allowances,32148
A,000605,insurance,-1104
A,000605,it_maintenance,-191
A,000605,maintenance,-1585
A,000605,materials,-1319
A,000605,net_sales,196122
A,000605,others,-895
A,000605,others_incomes,215
A,000605,re_incomes,1259
A,000605,rent,-3881
A,000605,shrinkage,-6263
A,000605,third_party_service,-194
A,000605,transportation_cost,-2757
A,000605,utilities,-8408
A,000605,wage,-20546
A,000606,advertising,-1845
A,000606,cogs,-193467
A,000606,credit_card_fee,-1782
A,000606,customer_loyalty,-111
A,000606,equipment_lease,-108
A,000606,income _allowances,37840
A,000606,insurance,-1009
A,000606,it_maintenance,-191
A,000606,maintenance,-1652
A,000606,materials,-1553
A,000606,net_sales,230848
A,000606,others,-895
A,000606,others_incomes,233
A,000606,re_incomes,1259
A,000606,rent,-4452
A,000606,shrinkage,-7373
A,000606,third_party_service,-189
A,000606,transportation_cost,-3245
A,000606,utilities,-8421
A,000606,wage,-21476
A,000607,advertising,-1742
A,000607,cogs,-182698
A,000607,credit_card_fee,-1683
A,000607,customer_loyalty,-105
A,000607,equipment_lease,-108
A,000607,income _allowances,35734
A,000607,insurance,-1117
A,000607,it_maintenance,-191
A,000607,maintenance,-1666
A,000607,materials,-1466
A,000607,net_sales,217999
A,000607,others,-895
A,000607,others_incomes,219
A,000607,re_incomes,1259
A,000607,rent,-4149
A,000607,shrinkage,-6963
A,000607,third_party_service,-191
A,000607,transportation_cost,-3065
A,000607,utilities,-8393
A,000607,wage,-20803
A,000608,advertising,-4824
A,000608,cogs,-505800
A,000608,credit_card_fee,-4661
A,000608,customer_loyalty,-290
A,000608,equipment_lease,-108
A,000608,income _allowances,98930
A,000608,insurance,-4010
A,000608,it_maintenance,-191
A,000608,maintenance,-3582
A,000608,materials,-4061
A,000608,net_sales,603530
A,000608,others,-895
A,000608,others_incomes,566
A,000608,re_incomes,1259
A,000608,rent,-76993
A,000608,shrinkage,-19277
A,000608,third_party_service,-454
A,000608,transportation_cost,-8485
A,000608,utilities,-19902
A,000608,wage,-48754
A,000609,advertising,-5108
A,000609,cogs,-535568
A,000609,credit_card_fee,-4935
A,000609,customer_loyalty,-308
A,000609,equipment_lease,-108
A,000609,income _allowances,104753
A,000609,insurance,-4124
A,000609,it_maintenance,-191
A,000609,maintenance,-3617
A,000609,materials,-4300
A,000609,net_sales,639050
A,000609,others,-895
A,000609,others_incomes,577
A,000609,re_incomes,1259
A,000609,rent,-77260
A,000609,shrinkage,-20412
A,000609,third_party_service,-340
A,000609,transportation_cost,-8985
A,000609,utilities,-20401
A,000609,wage,-50912
A,000610,advertising,-6245
A,000610,cogs,-654836
A,000610,credit_card_fee,-6034
A,000610,customer_loyalty,-376
A,000610,equipment_lease,-108
A,000610,income _allowances,128081
A,000610,insurance,-3855
A,000610,it_maintenance,-191
A,000610,maintenance,-4029
A,000610,materials,-5258
A,000610,net_sales,781363
A,000610,others,-895
A,000610,others_incomes,763
A,000610,re_incomes,1259
A,000610,rent,-78347
A,000610,shrinkage,-24958
A,000610,third_party_service,-532
A,000610,transportation_cost,-10986
A,000610,utilities,-23338
A,000610,wage,-60636
A,000611,advertising,-4803
A,000611,cogs,-503648
A,000611,credit_card_fee,-4641
A,000611,customer_loyalty,-289
A,000611,equipment_lease,-108
A,000611,income _allowances,98509
A,000611,insurance,-4053
A,000611,it_maintenance,-191
A,000611,maintenance,-3750
A,000611,materials,-4044
A,000611,net_sales,600963
A,000611,others,-895
A,000611,others_incomes,555
A,000611,re_incomes,1259
A,000611,rent,-77024
A,000611,shrinkage,-19196
A,000611,third_party_service,-461
A,000611,transportation_cost,-8449
A,000611,utilities,-19873
A,000611,wage,-47882
A,000612,advertising,-1915
A,000612,cogs,-200843
A,000612,credit_card_fee,-1850
A,000612,customer_loyalty,-115
A,000612,equipment_lease,-108
A,000612,income _allowances,39283
A,000612,insurance,-1140
A,000612,it_maintenance,-191
A,000612,maintenance,-1895
A,000612,materials,-1612
A,000612,net_sales,239650
A,000612,others,-895
A,000612,others_incomes,222
A,000612,re_incomes,1259
A,000612,rent,-3107
A,000612,shrinkage,-7654
A,000612,third_party_service,-194
A,000612,transportation_cost,-3369
A,000612,utilities,-9140
A,000612,wage,-21465
A,000613,advertising,-1924
A,000613,cogs,-201816
A,000613,credit_card_fee,-1859
A,000613,customer_loyalty,-116
A,000613,equipment_lease,-108
A,000613,income _allowances,39473
A,000613,insurance,-1176
A,000613,it_maintenance,-191
A,000613,maintenance,-2111
A,000613,materials,-1620
A,000613,net_sales,240811
A,000613,others,-895
A,000613,others_incomes,230
A,000613,re_incomes,1259
A,000613,rent,-3114
A,000613,shrinkage,-7691
A,000613,third_party_service,-198
A,000613,transportation_cost,-3385
A,000613,utilities,-9265
A,000613,wage,-22171
A,000614,advertising,-2425
A,000614,cogs,-254318
A,000614,credit_card_fee,-2343
A,000614,customer_loyalty,-146
A,000614,equipment_lease,-108
A,000614,income _allowances,49742
A,000614,insurance,-1219
A,000614,it_maintenance,-191
A,000614,maintenance,-2097
A,000614,materials,-2042
A,000614,net_sales,303457
A,000614,others,-895
A,000614,others_incomes,253
A,000614,re_incomes,1259
A,000614,rent,-3159
A,000614,shrinkage,-9692
A,000614,third_party_service,-216
A,000614,transportation_cost,-4266
A,000614,utilities,-10154
A,000614,wage,-24998
A,000615,advertising,-1937
A,000615,cogs,-203177
A,000615,credit_card_fee,-1872
A,000615,customer_loyalty,-116
A,000615,equipment_lease,-108
A,000615,income _allowances,39740
A,000615,insurance,-1112
A,000615,it_maintenance,-191
A,000615,maintenance,-2056
A,000615,materials,-1631
A,000615,net_sales,242435
A,000615,others,-895
A,000615,others_incomes,219
A,000615,re_incomes,1259
A,000615,rent,-3109
A,000615,shrinkage,-7743
A,000615,third_party_service,-215
A,000615,transportation_cost,-3408
A,000615,utilities,-9005
A,000615,wage,-21400
A,000616,advertising,-1069
A,000616,cogs,-112150
A,000616,credit_card_fee,-1033
A,000616,customer_loyalty,-64
A,000616,equipment_lease,-108
A,000616,income _allowances,21935
A,000616,insurance,-520
A,000616,it_maintenance,-191
A,000616,maintenance,-1450
A,000616,materials,-900
A,000616,net_sales,133819
A,000616,others,-895
A,000616,others_incomes,253
A,000616,re_incomes,1259
A,000616,rent,-2875
A,000616,shrinkage,-4273
A,000616,third_party_service,-204
A,000616,transportation_cost,-1881
A,000616,utilities,-7169
A,000616,wage,-14903
A,000617,advertising,-1074
A,000617,cogs,-112673
A,000617,credit_card_fee,-1038
A,000617,customer_loyalty,-64
A,000617,equipment_lease,-108
A,000617,income _allowances,22038
A,000617,insurance,-554
A,000617,it_maintenance,-191
A,000617,maintenance,-1440
A,000617,materials,-904
A,000617,net_sales,134444
A,000617,others,-895
A,000617,others_incomes,254
A,000617,re_incomes,1259
A,000617,rent,-2870
A,000617,shrinkage,-4293
A,000617,third_party_service,-197
A,000617,transportation_cost,-1890
A,000617,utilities,-7215
A,000617,wage,-15247
A,000618,advertising,-1075
A,000618,cogs,-112740
A,000618,credit_card_fee,-1038
A,000618,customer_loyalty,-64
A,000618,equipment_lease,-108
A,000618,income _allowances,22051
A,000618,insurance,-556
A,000618,it_maintenance,-191
A,000618,maintenance,-1423
A,000618,materials,-905
A,000618,net_sales,134524
A,000618,others,-895
A,000618,others_incomes,250
A,000618,re_incomes,1259
A,000618,rent,-2947
A,000618,shrinkage,-4296
A,000618,third_party_service,-195
A,000618,transportation_cost,-1891
A,000618,utilities,-7142
A,000618,wage,-15200
A,000619,advertising,-1090
A,000619,cogs,-114365
A,000619,credit_card_fee,-1053
A,000619,customer_loyalty,-65
A,000619,equipment_lease,-108
A,000619,income _allowances,22369
A,000619,insurance,-580
A,000619,it_maintenance,-191
A,000619,maintenance,-1471
A,000619,materials,-918
A,000619,net_sales,136463
A,000619,others,-895
A,000619,others_incomes,237
A,000619,re_incomes,1259
A,000619,rent,-2912
A,000619,shrinkage,-4358
A,000619,third_party_service,-187
A,000619,transportation_cost,-1918
A,000619,utilities,-7083
A,000619,wage,-14418
A,000620,advertising,-869
A,000620,cogs,-91208
A,000620,credit_card_fee,-840
A,000620,customer_loyalty,-52
A,000620,equipment_lease,-108
A,000620,income _allowances,17839
A,000620,insurance,-533
A,000620,it_maintenance,-191
A,000620,maintenance,-1341
A,000620,materials,-732
A,000620,net_sales,108831
A,000620,others,-895
A,000620,others_incomes,221
A,000620,re_incomes,1259
A,000620,rent,-2856
A,000620,shrinkage,-3475
A,000620,third_party_service,-174
A,000620,transportation_cost,-1530
A,000620,utilities,-6730
A,000620,wage,-14355
A,000621,advertising,-872
A,000621,cogs,-91497
A,000621,credit_card_fee,-843
A,000621,customer_loyalty,-52
A,000621,equipment_lease,-108
A,000621,income _allowances,17896
A,000621,insurance,-542
A,000621,it_maintenance,-191
A,000621,maintenance,-1316
A,000621,materials,-734
A,000621,net_sales,109176
A,000621,others,-895
A,000621,others_incomes,218
A,000621,re_incomes,1259
A,000621,rent,-2867
A,000621,shrinkage,-3486
A,000621,third_party_service,-185
A,000621,transportation_cost,-1535
A,000621,utilities,-6806
A,000621,wage,-14396
A,000622,advertising,-900
A,000622,cogs,-94362
A,000622,credit_card_fee,-869
A,000622,customer_loyalty,-54
A,000622,equipment_lease,-108
A,000622,income _allowances,18456
A,000622,insurance,-570
A,000622,it_maintenance,-191
A,000622,maintenance,-1398
A,000622,materials,-757
A,000622,net_sales,112595
A,000622,others,-895
A,000622,others_incomes,234
A,000622,re_incomes,1259
A,000622,rent,-2905
A,000622,shrinkage,-3595
A,000622,third_party_service,-176
A,000622,transportation_cost,-1583
A,000622,utilities,-7005
A,000622,wage,-15236
A,000623,advertising,-896
A,000623,cogs,-93950
A,000623,credit_card_fee,-865
A,000623,customer_loyalty,-54
A,000623,equipment_lease,-108
A,000623,income _allowances,18376
A,000623,insurance,-543
A,000623,it_maintenance,-191
A,000623,maintenance,-1398
A,000623,materials,-754
A,000623,net_sales,112104
A,000623,others,-895
A,000623,others_incomes,240
A,000623,re_incomes,1259
A,000623,rent,-2856
A,000623,shrinkage,-3580
A,000623,third_party_service,-149
A,000623,transportation_cost,-1576
A,000623,utilities,-6934
A,000623,wage,-14860
A,000624,advertising,-2177
A,000624,cogs,-228298
A,000624,credit_card_fee,-2103
A,000624,customer_loyalty,-131
A,000624,equipment_lease,-108
A,000624,income _allowances,44653
A,000624,insurance,-1317
A,000624,it_maintenance,-191
A,000624,maintenance,-1943
A,000624,materials,-1833
A,000624,net_sales,272410
A,000624,others,-895
A,000624,others_incomes,236
A,000624,re_incomes,1259
A,000624,rent,-9827
A,000624,shrinkage,-8701
A,000624,third_party_service,-251
A,000624,transportation_cost,-3830
A,000624,utilities,-10024
A,000624,wage,-21700
A,000625,advertising,-2004
A,000625,cogs,-210147
A,000625,credit_card_fee,-1936
A,000625,customer_loyalty,-120
A,000625,equipment_lease,-108
A,000625,income _allowances,41103
A,000625,insurance,-1254
A,000625,it_maintenance,-191
A,000625,maintenance,-1975
A,000625,materials,-1687
A,000625,net_sales,250752
A,000625,others,-895
A,000625,others_incomes,230
A,000625,re_incomes,1259
A,000625,rent,-9384
A,000625,shrinkage,-8008
A,000625,third_party_service,-196
A,000625,transportation_cost,-3525
A,000625,utilities,-9945
A,000625,wage,-20393
A,000626,advertising,-2461
A,000626,cogs,-258117
A,000626,credit_card_fee,-2378
A,000626,customer_loyalty,-148
A,000626,equipment_lease,-108
A,000626,income _allowances,50485
A,000626,insurance,-1251
A,000626,it_maintenance,-191
A,000626,maintenance,-1909
A,000626,materials,-2072
A,000626,net_sales,307991
A,000626,others,-895
A,000626,others_incomes,269
A,000626,re_incomes,1259
A,000626,rent,-10535
A,000626,shrinkage,-9837
A,000626,third_party_service,-215
A,000626,transportation_cost,-4330
A,000626,utilities,-10168
A,000626,wage,-24051
A,000627,advertising,-2314
A,000627,cogs,-242692
A,000627,credit_card_fee,-2236
A,000627,customer_loyalty,-139
A,000627,equipment_lease,-108
A,000627,income _allowances,47468
A,000627,insurance,-1406
A,000627,it_maintenance,-191
A,000627,maintenance,-2115
A,000627,materials,-1948
A,000627,net_sales,289585
A,000627,others,-895
A,000627,others_incomes,255
A,000627,re_incomes,1259
A,000627,rent,-10173
A,000627,shrinkage,-9250
A,000627,third_party_service,-273
A,000627,transportation_cost,-4071
A,000627,utilities,-10157
A,000627,wage,-22609
A,000628,advertising,-5386
A,000628,cogs,-564741
A,000628,credit_card_fee,-5204
A,000628,customer_loyalty,-324
A,000628,equipment_lease,-108
A,000628,income _allowances,110459
A,000628,insurance,-2761
A,000628,it_maintenance,-191
A,000628,maintenance,-3271
A,000628,materials,-4534
A,000628,net_sales,673860
A,000628,others,-895
A,000628,others_incomes,442
A,000628,re_incomes,1259
A,000628,rent,-13477
A,000628,shrinkage,-21524
A,000628,third_party_service,-382
A,000628,transportation_cost,-9474
A,000628,utilities,-17086
A,000628,wage,-48519
A,000629,advertising,-4990
A,000629,cogs,-523261
A,000629,credit_card_fee,-4822
A,000629,customer_loyalty,-301
A,000629,equipment_lease,-108
A,000629,income _allowances,102346
A,000629,insurance,-2287
A,000629,it_maintenance,-191
A,000629,maintenance,-2867
A,000629,materials,-4201
A,000629,net_sales,624365
A,000629,others,-895
A,000629,others_incomes,439
A,000629,re_incomes,1259
A,000629,rent,-12530
A,000629,shrinkage,-19943
A,000629,third_party_service,-414
A,000629,transportation_cost,-8778
A,000629,utilities,-15961
A,000629,wage,-42922
A,000630,advertising,-4804
A,000630,cogs,-503757
A,000630,credit_card_fee,-4642
A,000630,customer_loyalty,-289
A,000630,equipment_lease,-108
A,000630,income _allowances,98531
A,000630,insurance,-2324
A,000630,it_maintenance,-191
A,000630,maintenance,-2973
A,000630,materials,-4044
A,000630,net_sales,601092
A,000630,others,-895
A,000630,others_incomes,446
A,000630,re_incomes,1259
A,000630,rent,-12301
A,000630,shrinkage,-19200
A,000630,third_party_service,-388
A,000630,transportation_cost,-8451
A,000630,utilities,-16565
A,000630,wage,-43736
A,000631,advertising,-5671
A,000631,cogs,-594630
A,000631,credit_card_fee,-5479
A,000631,customer_loyalty,-342
A,000631,equipment_lease,-108
A,000631,income _allowances,116305
A,000631,insurance,-2832
A,000631,it_maintenance,-191
A,000631,maintenance,-3678
A,000631,materials,-4774
A,000631,net_sales,709524
A,000631,others,-895
A,000631,others_incomes,471
A,000631,re_incomes,1259
A,000631,rent,-14190
A,000631,shrinkage,-22663
A,000631,third_party_service,-435
A,000631,transportation_cost,-9976
A,000631,utilities,-17648
A,000631,wage,-49129
A,000632,advertising,-1386
A,000632,cogs,-145324
A,000632,credit_card_fee,-1339
A,000632,customer_loyalty,-83
A,000632,equipment_lease,-108
A,000632,income _allowances,28424
A,000632,insurance,-1080
A,000632,it_maintenance,-191
A,000632,maintenance,-1696
A,000632,materials,-1166
A,000632,net_sales,173404
A,000632,others,-895
A,000632,others_incomes,211
A,000632,re_incomes,1259
A,000632,rent,-3468
A,000632,shrinkage,-5538
A,000632,third_party_service,-180
A,000632,transportation_cost,-2438
A,000632,utilities,-8078
A,000632,wage,-19003
A,000633,advertising,-1352
A,000633,cogs,-141808
A,000633,credit_card_fee,-1306
A,000633,customer_loyalty,-81
A,000633,equipment_lease,-108
A,000633,income _allowances,27736
A,000633,insurance,-946
A,000633,it_maintenance,-191
A,000633,maintenance,-1625
A,000633,materials,-1138
A,000633,net_sales,169208
A,000633,others,-895
A,000633,others_incomes,219
A,000633,re_incomes,1259
A,000633,rent,-3384
